rating,date,title,review
2,2020-02-22T23:22:11.000Z,I found the support services to be…,I found the support services to be below average and I was very disappointed in the ability to ask questions and get a timely response. The IT system was inadequate and the numerous errors and mistakes in the course work were disappointing. The course work didn’t reflect contemporary examples as much as I hoped it would
5,2020-02-22T23:11:28.000Z,I had an awesome experience with Open…,"I had an awesome experience with Open Collage. For the last two years, I studied my Diploma in Early Childhood Education and Care and it was an honour to be one of the Open Collage students. The OpenSpace is very easy to access from laptop or mob. You can easily check your messages, results and contact your trainer and assessor. The assessors and trainer are always available to reply to your message and enquiries. I liked the assessment helper which gave me clues to finish my assessment quicker than usual.Thank you OPen Collage!"
5,2020-02-22T04:22:37.000Z,Help team were always super helpful and…,Help team were always super helpful and friendly.. was always a pleasure to call. Assessors prompt in marking and responding. Thank you to all the team and assessors for getting me through!
1,2020-02-21T20:06:06.000Z,Absolutely terrible experience overall,"Absolutely terrible experience overall. They are unorganised, incredibly slow to reply (often they don’t reply at all), I had to call several times for the same thing as they kept telling me they would email me the following day but never did. I was given incorrect information about the expectation of the course several times. Highly recommend going elsewhere regardless of your situation. This one is not worth it"
1,2020-02-21T07:39:50.000Z,What a joke they will promise you the…,What a joke they will promise you the world and tell you exactly what you want to hear until you sign up for a payment plan or pay in full then practically ghost you. Student Support is non existent and god help you if you happen to have a Special Circumstance arise. Run in to some difficulties and need an extension It's going to cost you $$$. Do your self a huge favour and contact your local Tafe.
1,2020-02-21T02:17:17.000Z,MY HUGEST REGRET!!!,"I would NEVER recommend Open Colleges to anyone!The course I begun had so much irrelevant information, and assignments that were confusing to understand. The marking period took at times WEEKS, and feedback from Teachers was painfully slow and put a huge halt to progressing on the course.My husband was making the payments for this course ( as I am a stay at home Mum of 5 children, and also Homeschool) and he got so frustrated with the whole process he stopped making the payments and my course was obviously suspended.But rather than being happy with the money they had already received, OPEN COLLEGES have now slammed me with a $2800 debt, and handed this onto debt collectors, threatening us with court!!I do NOT have the money to pay them back at all and we have some huge debts at the moment, including funeral and cremation costs as we just lost my Mum. This has been a devastating bill to out family. This will now affect my credit rating, all over such a greedy company.STAY AWAY FROM THIS COMPANY! SIMPLY MONEY HUNGRY!!"
4,2020-02-21T00:55:43.000Z,I enjoyed my course,Open colleges gets a bad wrap for all the wrong reasons.If you are self motivated and task driven this company is great. The website is well laid out and assignments are pretty straight forward. There was a couple of technical errors throughout my enrolment but nothing of major concern. Overall my assesors were really cool and easy to talk to and happy to help me whenever i needed and the fact that everything was online and i could complete my placement at my current place of employment made the whole experience super convenient. Sad to see that you are no longer providing animal courses otherwise i'd be enrolling again straight away.
4,2020-02-21T00:22:16.000Z,While the course information was…,"While the course information was relevant and easy to follow, the 'other resources' were jumbled and hard to find and that there isn't a lot of support if you do have questions and need help. Sometimes some online tutoring would have gone a long way in helping to understand some of the topics especially with assessments. There really isn't any encouragement or opportunity to create study groups which again would help with support."
4,2020-02-20T23:47:47.000Z,Really great company to study with,Really great company to study with. By the end my assessments were getting marked really quickly! Sadly at the start I would wait up to 3 weeks for my assessments to be marked.Thankyou to the educators that supported me!-Lyndal and Opilla
5,2020-02-19T05:31:36.000Z,very good service and the course is…,"very good service and the course is also well written, the materials are well laid out, easy to follow and interesting and with the help and support of open colleges lecturers, my family and friends i very much enjoyed the course.Thank you"
4,2020-02-19T01:26:35.000Z,Diploma of Social Media Marketing,Open Space is an easy to use online platform with a fairly active student support system. Course was very manageable and instructive and I would recommend Open Colleges as a great institution for furthering your education.
5,2020-02-19T00:34:24.000Z,Overall very good,"The Diploma of Counselling through Open Colleges was perfect for my needs as a full-time worker. I found the content to be broad and deep for a diploma level, and the trainers were knowledgable and helpful. Special mention to Alex Nicol for his outstanding feedback and guidance where needed."
1,2020-02-19T00:06:40.000Z,Its a scam they just want your money,
5,2020-02-18T05:05:54.000Z,I would recommend Open Colleges to…,"I would recommend Open Colleges to colleagues and friend. I made a big career changed from Science to PA in Finance and doing the Certificate III in Business Administration helped me so much that I could help others. It helped me understand what was required of me and how to do my job thoroughly and with confidence.The lecturers were very helpful, thank you Paul Gonzales and Rosalie Pellew for being so patient with me and the help that you gave me. This has been a pleasant yet sometimes a stressful experience which I have enjoyed."
1,2020-02-19T06:26:52.000Z,Do NOT recommend,"I have been waiting and waiting for them to communicate with me, keep being promised they will get in contact and they don't.I enrolled to to the Diploma of Marketing and Communications and took some time off while pregnant due to severe morning sickness. Have since resumed and completed my SOA with them, but they wont grant me access to the rest of course as it is no longer on offer and been transferred to TAFE NSW... which is fair enough, but I should be entitled to a refund and they just keep avoiding me when I call or email.SO A BIG THUMBS DOWN ON CUSTOMER SERVICE!The content also a big thumbs down.... none of the content is their own, they simply point you to external videos and articles I could probably find myself. The assessments are not well written and the feedback you get from assessors is VERY vague and poor. AVOID AT ALL COST! I highly recommend going else where for your training.EDIT - in response to their reply. I have called and emailed several times and STILL I do not get a response just that someone will get back to me... yet they never do"
4,2020-02-18T01:11:44.000Z,The only thing I would suggest is…,"The only thing I would suggest is letting students know months/weeks before their end date to let them know which assignments are outstanding.I was notified in December that only module 7 was outstanding but then 2 months later they figured out that one more assignment in module 5 was outstanding too, which was frustrating to me cause I should’ve been notified about both modules in December to begin with.Other than that student support have been friendly and helpful."
5,2020-02-16T02:29:07.000Z,Positive environment,"Professional, approachable, positive teachers. As long as you are willing to learn for couple of hours every day it’s very achievable and also affordable. Thank you Open College for helping me become a confident and competent nurse."
3,2020-02-14T09:07:13.000Z,I am very happy I completed my Diploma,"I am very happy I completed my Diploma, it started out well enough but the Portfolio's were quite a challenge, they were huge pieces of work and I would have done better doing 3 days a week rather than 5 and completing the work as I went.  There was a significant lag in time making appointments for Check-ins. Some of the Modules seemed to repeat themselves especially the Supplementary Portfolio. The live interviews consumed precious time and had no practical application. What would've helped is being being able to listen in on educator/parent conversations. The feedback on assessments was always positive and constructive and emailed questions were replied to promptly."
4,2020-02-13T18:06:49.000Z,Online Learning - can’t really be completed individually,"There was a lot of helpful sites and videos to watch throughout the learning material, however the actual assessments had very little instructions. I found they were too vague and I often wasn’t sure if what was requested would fit within the word count allocations. For someone who doesn’t want to have to ask questions and wait 3 days for responses, it would be ideal if the writing was either more clear or there were more webinars. The power point presentations weren’t more in debt, most of the time they just were recording the assessments word for word.I had about 66% of assessors respond quickly - Holly being the most helpful by the way!I think the biggest thing that should be made clear to students before starting the course, is that you will need someone to take part in your learning for nearly 30% of the course with audio and video recordings. It can be quite difficult for people who are on the move to get other people organised to take part. Perhaps assessors should line up for 5-10 minute discussions - oral quizzes might be a better demonstration of learning for each module.Overall I would say it is very important to try and give yourself time to complete an online course as not all responses can be quick as online media is designed for. The course does provide a lot of useful information to point you in a direction for an area where you would like to focus more time on. It is definitely a very broad Diploma of business, I would have liked to see more financial discussions throughout - something more specific and detailed to thoroughly understand budgeting financials, such as wages, income, expenses. Maybe a breakdown of a week at a restaurant or store would be a good example.Thanks for the learning material, but I strongly recommend more webinars and less interaction required from family and friends to take part in our individual learning."
5,2020-02-13T05:23:10.000Z,Excellent learning organizational.,
4,2020-02-13T01:05:51.000Z,"Great option for study, user friendly and relevant material","I enjoyed my course with Open Colleges, I found the material very relevant to the industry today and the course provided some excellent resources.The Open Colleges portal and systems were user friendly, however I did feel there were areas regarding communication with tutors and support which lacked timely attentiveness when I started.I felt this was over come with the introduction of the online chat option and responsiveness increased with the marking and tutor engagement towards the last 8months."
5,2020-02-11T21:05:16.000Z,Great online course as I live in a…,Great online course as I live in a rural remote area.
1,2020-02-11T06:34:26.000Z,Worst study experience ever!,"All they care about is taking your money. Terrible support, terrible course content, gave incorrect information about course completion which meant I lost all my money and got no qualification at the end. I've studied online with other instutions and universities previously and had great experiences but my time with open colleges has been terrible."
1,2020-02-11T03:09:21.000Z,WORST COLLEGE EVER....,WORST COLLEGE EVER....all they care about are the payments. They don't suport students and they reply very late. I have huge financial issues now because of them and i also developed huge anxiety and stress. If they don't refund me i will take it to court. I can't even complete the first module because the assessments are so confusing and unclear. They don't help out with the questions and the people who answer me are not professionals. DO NOT STUDY WITH THEM. THEY WILL STEAL YOUR MONEY
1,2020-02-10T11:49:49.000Z,I would not recommend this Open…,"I would not recommend this Open College! If you have any life-changing issues making it difficult to study and require deferral or cancellation, they will not help! they won't refund the course components you haven't had access too! Absolutely appalling I'm not even sure how they can get away with a 7-day cooling-off period, misleading information and theft as far as I'm concerned! I will be taking this to court. I've been to university and never had to pay for a unit I haven't started."
5,2020-02-10T09:01:08.000Z,It was a roller coaster for me.Course…,"It was a roller coaster for me.Course content was very good but not correctly sequenced. I also found having to print, scan and upload a very difficult and expensive task since I do not work. I wish the college would offer these facilities. There also needs to be a steady team of staff. For a 6 months course I had 3 different educators, each with there own method, it was quiet confusing. More student support in terms of checking if they are going alright."
4,2020-02-09T10:38:28.000Z,Very happy for the most part :),Was very happy with all aspects of the course except that it was often quite difficult to get a hold of Assessors . On line and phone support was excellent however.Overall a good experienceCheersChris
5,2020-02-08T09:43:25.000Z,Highly recommend Open Colleges!,"I can’t recommend open colleges more! I had to extend my course and they were so great about it. The whole process from joining, course administration and the training assessors have all been fantastic throughout. Highly recommend."
1,2020-02-07T21:29:02.000Z,Not worth the time or money,I have emailed student support four times recently. No response.The course is out of date. With broken links to YouTube videos in the content. The assignments are terribly written so that they make little sense and are open to student or assessor interpretation.Overall a frustrating and not very appealing experience. Would not recommend
5,2020-02-07T07:01:20.000Z,Great for wanting online study,Open Colleges is a great choice for someone who wants to do online studying with flexible hours so you can study at your own will. Student support is great and so are the assessors. Highly recommend.
2,2020-02-06T22:59:31.000Z,Very disappointing experience,"Took too long for assessments to be marked and for support to get back to you. When I started it stated 3 days for assignments to be marked, this is now 10 days and some assessments took over a month to be marked. It says student support will respond within 48 hours, I still hadn’t heard back from them 2 months later. Would not recommend, all links are out of date or do not work. Thankfully I’ve got my certificate but would not recommend them nor study with them again. Will be telling everyone I know not to study with them."
5,2020-02-06T11:13:01.000Z,Flexible and supportive,I found Open Colleges to be the perfect way for me to study around work and family. Very flexible and great with support and communication
2,2020-02-06T09:23:48.000Z,Would not recommend,"The student portal is clunky and useless - there's no easy to easily see what assignments are due, hour much you have accomplished, or what is coming next.Specifically regarding the Cert 3 of Education Support, the assignments and exams were grueling and bureaucratic rather than practical and useful. I learned how to fake my way through and answer questions to tick the boxes, but very little in the way of useful practical skills.Maybe it's just my style of learning is not suited to online study, or maybe it's just this particular course, but as for me I would not recommend it to anyone."
2,2020-02-06T08:08:18.000Z,DO NOT STUDY WITH OPEN COLLEGES!!!,"Have recently just finished studying with Open Colleges and gotten my Cert III. However, I would never study with them again, they promise to mark assessments within 10 business days which is a big fat LIE. A lot of the time you're waiting for a month which is a huge pain in the backside especially if you have to make corrections and resubmit an assessment as you will have to wait another 4 weeks to get feedback! There is little to no correspondence from assessors and trainers, they are incredibly hard to get in contact with and student support sucks, considering Open Colleges chargers more than most colleges I expected more!! PLEASE do yourself a favour and DO NOT study with Open Colleges!"
5,2020-02-06T05:05:13.000Z,It was so convenient to study from…,"It was so convenient to study from home. I had to juggle all apsects of my life to fit study time in but it was worth it, I really enjoyed learning and feel very happy now that I have my certificate. I can't wait to start working in my new career. I thought all the assessors/trainers were very helpful, supportive and positive. I also found student support to be very helpful. When I would email an assessor/trainer of ring student support I always knew my question would be answered. This was very reassuring. I had a study buddy,  just at the end of my course, we meet at work placement, she made finishing my course so much easier. I think Open Colleges should keep encouraging this strategy to studnets.I would highly recommend Open Colleges."
5,2020-02-05T22:41:31.000Z,Marking times could be a little bit…,"Marking times could be a little bit better ! A six week turn around is not good when we as students expect a shorter marking time ! Other then that, student support, teachers and assesses are just lovely !"
2,2020-02-05T09:02:01.000Z,I chose to study with Open Colleges due…,"I chose to study with Open Colleges due to their easy sign up, fully online content, and no time limit for course completion. As someone who has studied at multiple different universities and has a good idea about how tertiary education works, i was shocked about how poorly Open Colleges structured, marked and assesses modules.For each assessment piece, the cover page which explains the requirements of the task was horribly worded and could so easily be interpreted in a number of ways. Some sentences didn't even make sense, leaving the student to guess the best they could to formulate an assignment based upon jibberish intrsuctions which would then be bounced back (after 7-10 working days - of course) by a marker who would also not provide you with adequate instructions of feedback.It is almost IMPOSSIBLE to communicate with an assessor or someone from head office in times of need.It took weeks of me sending email after email requesting for them to organise my assessor visit to my workplace for it to happen, only to then be cancelled another number of times.Some assessor were helpful towards the end of my study when talking on the phone for my checkpoints.overall, i was incredibly disappointed with my experience with Open Colleges and would highly suggest that others look elsewhere to complete their studies"
1,2020-02-05T07:38:44.000Z,Horrific Experience - DO NOT ENROLL,"Horrific experience.A Sales Consultant from Open Colleges contacted my mother and sold her a course for me without my consent (I was 21 at the time). They then provided no support or resources and were incredibly hard to contact for help and advice. Due to receiving no support, living a very busy life and suffering from severe anxiety I could not even complete the first assignment.Nothing about equipment or programs were explained to my mother or me, we were told adobe products would be provided only to be told later that they don't do that.After hitting extreme financial hardship which included an eviction notice from our rental we were unable to continue paying open colleges.Because the course is in my name I am now facing the loss all of my belongings to a debt collection agency employed by Open Colleges. The amount owed to Open Colleges is more than the value of all our belongings combined. We are a young couple with a three year old son and this could be catastrophic for our family.We applied for hardship on the basis of illness (anxiety), and financial situation but were denied.I know now that I should have ignored the feeling of obligation to participate in the course (created by the fact that my mother had already lined up a deposit for it, and sorted out the entire enrolment prior to me even knowing about it), and instead told her I wasn't interested. We face losing everything we've worked for for over five years, our home, my sons security and our livelihoods because of this horrendously selfish company."
1,2020-02-04T13:42:21.000Z,Unprofessional and disappointing. So glad its over....,"Unfortunately my experience with Open Colleges was a big disappointment. My Trainer/Assessor was really nice but the entire company are WAY understaffed. My assessor said she looked after 1000 students alone! In addition, it would take several emails and phone calls to get anything actioned. The company I did my prac with were equally disappointed with Open Colleges and the lack of professionalism.Many of the assignments from the college featured multiple spelling errors and mistakes and when I mentioned this, it fell on deaf ears - no response. Often the online multiple answer tests did not work properly.The prac theory was 150 pages of report writing and reflection that they wanted at the same time as your 120 hours of prac which simply wasn't achievable for part-time and full-time workers so I had to spread my prac over 3 months just to do the theory!Rather than facilitating and empowering you in your actual working experience, it just seemed ridiculous and labour-some. Just disappointed, and glad its over."
1,2020-02-04T00:08:31.000Z,Horrible,Bad!! Terrible!!I have been trying to study two different courses with them since 2017. They took my money and i have no recived anything nor any helo throughout the process. My first course wss deleted when i was nearly done; they did not fix the issue. The second course more mods and assesments were added on near the end of my course and timeframe was not extended to accommodate. I asked for help iver the years and recived none. Now my course is over. Did not finish it. I request an extention time over the last 6 months and it go denied. So $5000 later and still nothing.DO NOT USE THEM
5,2020-02-03T01:39:01.000Z,Open Colleges is excellent!,Open Colleges has made online study a truly positive experience. The modules and reading provided are easy to navigate; the academic support is genuinely helpful and responds quickly; and the guidance and support from the assessors is excellent. The school I did my ES placements at even commented that they had never had such excellent communication from a study provider before.
1,2020-02-01T22:33:45.000Z,I would defiantly not recommend open colleges!,"I would defiantly not recommend open colleges to anyone. My course went through a change to keep up with government standards. Pretty much you had only 6 months to finish the course if you were already enrolled (not the full 3 years) or you would have to start again with the new material. I chose to start again as I had only completed 5 modules out of 15, and with working a full time job I would not get it complete in 6 months. I spoke to student support to see if I would have another 3 years to complete after the change over, and they said that they would extend the time for completion. However, little did they tell me that I would have to PAY MORE.No help what so ever. Not with the course work, placement or extensions. If you are thinking of studying, please, please do not go through open colleges!!"
5,2020-02-01T00:34:20.000Z,5 star training,Open Colleges gave me the opportunity to up skill in the comfort of my own home. All trainers are amazing and very helpful. They are all full of knowledge.
5,2020-01-31T21:43:41.000Z,Achieved my goal,As a mom of two kids it's great opportunity for me to go for further studies without going anywhere it would be possible only with the help of open college teams and academic and all support they provide me to complete my certificate 3 in childcare services . I highly appreciate their effort and help that they would provide to us all the time. The best thing is during my course I got job and I am going to do further studies as a diploma in childcare again with open colleges.ThanksOpen colleges team
5,2020-01-31T03:38:47.000Z,great platform to study.,
5,2020-02-05T06:13:11.000Z,Thanks for all the support visit over…,"Thanks for all the support over the past two two years, particularly with help sourcing a suitable work placement, and also for extending my course."
3,2020-01-31T01:33:43.000Z,A cheaper option to TAFE but....,"Open Colleges are a cheaper alternative to TAFE but there are hidden impacts such as lengthy and laborious credit or RPL processes. Communciation was at times patchy. I found that the course work was often outdated with missing or broken links to further information. Interaction with other students was limited. My course was set up for people actually working in the industry so newcomers would have really struggled, especially in relation to the work experience hours and activities required. Student support was helpful though the there needs to be some reinvestment in the platform to compete with the likes of TAFE."
1,2020-01-30T11:11:03.000Z,Not impressed,"Most of the website links in content material did not work. Assessors are almost impossible to get in touch with, whether through Student Support or the messaging system. Instead of waiting 10 business days as predicted to receive feedback on essays, I was usually waiting about a month or more, and the last two assessments took 3 & 4 months—literally!—to receive feedback on, and I truly believe that was only because I demanded to talk to the manager because of many reasons. One of the assessments that took the longest was actually the assessor’s wrong as I had attached all the necessary information, but she had not looked at it and marked me as if it wasn’t uploaded. I am glad to be finished with my course but won’t enrol with Open Colleges again."
5,2020-01-30T08:56:47.000Z,I had a Fantastic time at my course,I had a Fantastic time at my course. My Teacher was great and I had lots of positive feedback. Course was easy to read and Assignment were essy to upload. I was worried at first going back to school at 51. But they added very flexible and supportive.
5,2020-01-30T06:37:46.000Z,Awesome experience - Accounting course,"I absolutely loved my training experience with Open Colleges and would highly recommend them. The staff are very helpful and friendly. Trainers are very supportive and available for all kind of help. I love their OpenSpace system, it's very user friendly and access all resources very easily. Definitely Five stars from me."
4,2020-01-29T23:52:52.000Z,Happy to be finished,Been an interesting experience with some ups and downs but have enjoyed the experience and learnt a lot about how to make sure you get the best out of everything.
3,2020-01-29T04:36:12.000Z,Student review,"The tutors aren’t always the best, sometimes they take a while to respond and mark. However, some tutors are brilliant, respond within the day and are extremely helpful. It’s just that inconsistency that lets it down."
5,2020-01-28T21:25:06.000Z,"Great course, teacher and contents of course","I never think about my second choice when my Bas renewal is due each time. Open college course is practical and professional. The teacher Is very professional and knowledgeable. I can’t use my words to express my sincere thanks for Kim, she is patient and professional. I learn many through the course and her. It helps me to study further in a very professional method. I will be back after 2 years. Many thanks again for Colledge and course, teacher!! Love Wenli"
3,2020-01-28T08:28:25.000Z,Cert 4 Human Resources,"I found each of my assignments were worded horribly. They seemed like there was as many long and fancy words as could be fitted in each sentence which could be easily misinterpreted. At the beginning of each module, I would commence the assignments and have to try to interpret them in whatever way I thought ‘might’ be correct and hope I was right. I think they need to be reviewed to be more clear in what they are asking and possibly having more pre-written assistance explaining more of the questions in-depth (I only had this assistance in the first few modules, the rest had no guidance provided).I also found the use of having to write a script for others to record them and myself for each module made me feel like I was being judged more on my acting skills. I understand having videos is a way of seeing how a person can be in a situation, however it is not a true representation of what could really happen in a real situation, unless that situation was of us seeming awkward. Possibly only having this on some of the modules and on others possibly discuss the assignment through video chat with an assessor to show your understanding.Besides the problems of clarity and videos, I found the assessors helpful when I did have to ask for help and the amount of time given to complete everything was good."
4,2020-01-27T18:44:35.000Z,"Great way to study, but update some of the assessments for consistency","All of the essentials were there to undertake study - a good and thorough series of modules and referrences to the reading material, as well as the trainers being easy to contact with prompt responses. However, while i was able to get through the assessments, some of these assessments were quite old (2015 in some cases) and probably need a review to better relate to the website and referrence material, as well as retain consistancy amongst other assessments and modules. Other than that, its a good way to study!"
1,2020-01-27T16:40:14.000Z,If it could go wrong it did - most useless company I’ve ever come across,"If it could go wrong it did! The “support” team are the most incompetent people and changed their story / course requirements countless times. Forget about ever getting a call escalated or an issue resolved. They kept promising to call back with correct info, never heard back once. I’ve spent well over 30hrs on the phone just trying to get this qualification finalised. Most useless company I’ve ever come across, made the entire process for a basic Cert IV incredibly stressful. Do NOT complete your qualification with this organisation."
5,2020-01-27T08:36:13.000Z,Thank you Open College for all your…,Thank you Open College for all your wonderful support! It was definitely a challenge at times but I enjoyed it and feel so  empowered for finishing especially being a mature aged student.I enjoyed work placement & gained paid employment at that school where my son attends.Thank you again and  I highly recommend this to anyone who has time to study at home.Fiona O’CONNOR
5,2020-01-27T06:27:48.000Z,Great course,"I found there to be a lot of support, it was a great course. The only downside was the long wait in getting assignments graded."
1,2020-01-27T06:06:22.000Z,Well I've studying with many…,"Well I've studying with many organizations and I was most unhappy more recently with the lack of openness of grading, the time it takes to get things marked and lack of real coaching by some trainers. No reference material or reference books you are on your own. Timeframes are ridiculous."
2,2020-01-23T22:38:03.000Z,College needs to improve,"Completed my Advanced Diploma in Accounting despite the college. Learning materials just a copy of text books with additional errors and some subjects like tax completely out of date. Assessments contain mistakes. College not interested in improving material. Tutors helpful if you are insistent, otherwise they show no interest. Much can be done by the college to improve. A frustrating experience."
1,2020-01-23T14:45:25.000Z,Horrific! Verging on fraudulent thieves.,They changed the course mid-way through and then cancelled it meaning I was unable to complete it despite having close to a year left on my enrollment. They have basically stolen my course fee money and flatly rejected my claim for reimbursement.AVOID AVOID AVOID AVOID.The education platform is incredibly slow and not at all user-friendly
4,2020-01-23T00:25:39.000Z,It was great,"It was great, all staff were really helpful and always happy to help you. Some of the assignments left me alittle confused but overall was a really good experience."
5,2020-01-22T22:30:37.000Z,Helpful,"Helpful, encouraging and motivating!"
2,2020-01-22T22:05:13.000Z,The website worked well but delays with getting feedback.,The website worked well and was current with the NDIS etc. However delays with marking and poor communication.   Still waiting for final feedback despite completing  the course two months ago .  It appears to be a common problem when you read the student comments.Would not recommend this course.
5,2020-01-22T21:14:51.000Z,Great online learning platform.,"Online learning has it's ups and downs. Not having students in a classroom or a teacher in front of you however considering my situation, age, job and other commitments I could not have did my course in a classroom. Open Colleges staff were always there to help me through it."
3,2020-01-22T03:47:23.000Z,"Grateful for flexibility, mixed experience.","Grateful for the opportunity to be really flexible with the course content and assessments. However, some of the assessments didn't match the content, or were horribly worded/difficult to understand (not really asking what was expected). Some trainers are great and give amazing feedback to get a better understanding or answer questions with detail so you can learn, others are not so great at all. A really mixed experience with this course.Must be self-motivated - a study buddy certainly helped."
5,2020-01-22T02:29:50.000Z,High level of support,"High level of support given when requested. Honest constructive feedback on assessments, which helped to achieve a satisfactory grade. As an older person studying online for the first time it did take me a while to become accustomed to this learning method, bur once I realised that the feedback was constructive and designed to help me achieve, I really enjoyed the course. Support was also available when I needed to extend due to family/medical issues. Recommend the course and Open Colleges."
5,2020-01-21T00:02:02.000Z,Great course,"Great course, plenty of support and understanding when you need more time to study. I really enjoyed this course."
4,2020-01-20T22:58:41.000Z,Certificate III in Business Administration,"I was very pleased with the online course and the support offered by the college.Communication was very good and the ability to improve and re-submit assessments after feedback took a lot of the stress out of the process. Although I originally had a concern with managing the online learning system, it was made very easy and I didn't experience any difficulties with downloading or uploading information.Although a large number of video/audio assessments were required, I understand the government expectations for this. It would have been very difficult however, without a partner I could rely on constantly.I felt that a couple of the assessments were a bit repetitive in nature eg; purchase of a printer for the organisation and then repeating this purchase in another module, the WHS requirements.Overall however, I was extremely pleased with this course and thank the wonderful trainers and assessors."
4,2020-01-20T22:12:32.000Z,Animal Care Industry course,Very detailed course material which gave me a thorough understanding of the things I need to know to work in the animal care industry. The only downside was my course was updated halfway through which meant I had to complete additional assessments and tasks which lengthened the duration of the course.
5,2020-01-20T04:22:59.000Z,Well researched course material,"Well researched course material, easy to understand and readily available to students. Very friendly and helpful tutors and admin staff.Will definately recommend to all my friends !"
5,2020-01-18T23:51:36.000Z,Open college gives everyone an…,"Open college gives everyone an opportunity to gain knowledge and skills for any jobs and hobbies you want to do in your life time, because I believe anyone can do it,  but first we need to motivate our ourself life is challenging"
1,2020-01-18T23:41:09.000Z,I enquired about this course but they…,I enquired about this course but they do not spell out the costs - ad it is confusing.  I have decided to do this with a University where I can at least obtain HECS support.  I do not know why these organisations always avoid COST?
5,2020-01-17T08:53:48.000Z,Awesome staff and very helpful,
3,2020-01-17T07:19:14.000Z,"Great trainers, course needs updates","I enjoyed the course, but a LOT of the links and course content hasnt been updated in years and is missing. Some complaints in the comments section indicate its been like this for over 2 years.The trainers are awesome and their feedback on assessments was amazing!!! This picked the score up to a 3"
4,2020-01-16T05:59:24.000Z,I had a great experience with Open…,"I had a great experience with Open College. I did need extra time , but this was taken into consideration due to my circumstances and having completed the course I think it was a great achievement. I would advise asking questions and using resources provided by Open College. Reading the comments posted can help, but if in doubt ask."
3,2020-01-16T04:01:04.000Z,my experienced with open colleges was…,"my experienced with open colleges was good, I was expecting more feedback and buddies to share knowledge, but overall was ok. Teachers and trainers responses were quick. Support services need improved and also the assessments  some has trick questions or the teachers made difficult and some have mistakes."
4,2020-01-15T23:56:01.000Z,Good,The course was good and informative and very cost effective. Open colleges staff helped me when I needed it and were very flexible and understanding when I applied for an extention. Will do another course with them in the future.
5,2020-01-14T21:45:56.000Z,Open colleges has been helpful and…,"Open colleges has been helpful and understanding throughout my diploma. With any queries I had they went above and beyond. My assessors during the work placement period were talkative and made my nervous self feel comfortable. I went through my first pregnancy,early motherhood and full time work through this course and open colleges was more than accommodating to my unique situation in life. I would highly recommend choosing open colleges to advance your career particularly if you feel like you have to squeeze study into an already busy life!"
4,2020-01-14T21:37:09.000Z,overall it was a good experience,overall it was a good experience. I think that the last 2 modules of the course were review modules where assessments from the previous 10 modules were duplicated and therefore unnecessary work to be completed.
5,2020-01-14T10:18:38.000Z,Wonderful experience.,Great experience. Great help. Great learning material.
5,2020-01-14T04:34:26.000Z,Had a overall great experience studying…,Had a overall great experience studying through open colleges. Enjoyed the course and learned so much. Assessors were great and willing to assist whenever I needed and were quick to get back to me with any questions.
1,2020-01-13T02:31:15.000Z,Course was sub-par and changed half way…,"Course was sub-par and changed half way through, learning utensils were unhelpful"
1,2020-01-11T03:54:27.000Z,It has been a very frustrating time…,"It has been a very frustrating time with the Open College.The waiting time for any response to emails, calls or direct contact with the assessor has been terrible long. Which made my whole study time heaps longer and without pushing and putting in compliance I probably would still be waiting!I had to wait over 2 month for one assessment to be approved."
5,2020-01-10T13:24:54.000Z,Great course,"Great course, excellent staff"
5,2020-01-10T08:45:29.000Z,Open Colleges was a great way to do my diploma,"Open Colleges was a great way to do my diploma. It was so flexible. The student support team are extremely helpful as well as the trainers, who are knowledgeable and responsive."
3,2020-01-10T07:53:02.000Z,Student support were always a great…,"Student support were always a great help when needed. However, the course itself could be slightly tweaked so questions are better understood."
1,2020-01-10T06:06:20.000Z,Cheap postage method 🙄,Open colleges is great to study with if your a confident learner. How ever you put of lot money into your study so you would think they could at-least send your course material out to you with a tracking number instead of just with standard post! Now I have to go through the hassle of filling out a Statatory declaration form and having to wait for that to be processed then get the material sent out yet again in standard post. Track and trace just makes life so much easier for everyone!!!
