star,date,title,review
1 out of 5 stars,2022-07-16T11:38:14.000Z,Avoid Open college,Their Marking is so behind. educators are resigning. when u emailed course coordinator. no reply. very bad system. should be reported to department of education. my cohort and other cohort are behind marking for 5 months. they dont care. just about money money money.
4 out of 5 stars,2022-07-13T06:43:55.000Z,A good flexible educational experience,"I originally signed up during the pandemic as I figured there was no better time to start then when forced to stay home and looking for where I wanted to move forward in life. Due to the nature of being online, you definitely need to be self dedicated and it is easy to loose motivation, but there are multiple avenues of support should it be required. Connecting with study buddies, booking in faculty phone calls etc. Throughout my course I have gained full time employment in a job I love. Very glad I found open colleges and this course."
4 out of 5 stars,2022-07-05T22:34:04.000Z,Support Staff,I completed my Diploma this year but needed support to get my RPL approved. The team went the extra mile to assist me in getting this process completed for which I am extremely thankful for.
1 out of 5 stars,2022-07-05T02:41:18.000Z,Never study through them again!,Not great collage and didn’t get much support at all. Basically did the whole thing on my own and I find I haven’t learnt very much at all. Having a deadline that needs extended but there not helping me so I can finish in time.
4 out of 5 stars,2022-06-30T05:08:15.000Z,A Good Educational Experience!,"It was initially hard to get started but the content was shown to be very relevant once I started my work placement, and the staff were always very helpful when I had questions or needed support."
1 out of 5 stars,2022-06-27T04:44:31.000Z,Upsetting,"I attempted to study with Open Colleges when I was 18 only to become homeless not long after and unable to continue study. I messaged my course advisor this and I never heard back from the College. I didn't get a refund (not that that's the principle) but he nor did anyone else contact me after this. That was it. Now at 24 and looking to study the course again, I will NOT go through Open Colleges."
5 out of 5 stars,2022-06-26T07:11:33.000Z,Course Review,"I found some of the content repetitive and there were a number of links that weren't working. Some of the questions in assignments were hard to decipher what was being asked, however the walkthroughs mostly helped to clarify these issues. Overall I was happy with the teaching - my assessor Rosan, was very accessible and got back to me quickly. He was supportive and encouraging when I was finding it hard to stay motivated. I didn't think the course was difficult."
1 out of 5 stars,2022-06-25T02:39:39.000Z,There isn’t a 0 stars option. Take the average review score and lower by 1,"Teaching resources were outdated and not always functional.The course shouldn’t have been difficult but was made more so by the lack of communication (phased out modules, only given days notice even if half way through), inability to ask assessors questions or feedback, when a question was answered (often weeks later) it was nonsensical or didn’t address the core query at all… or just plain wrong. It was a mess and while I obviously don’t recommend anyone enrol, I would actively try to convince people not to. Go to Tafe."
1 out of 5 stars,2022-06-19T02:45:57.000Z,Not a great experience,"I would not use Open Colleges again for an online course. Course content was out of date and insufficient to complete assignments. Large amounts of independent research was required. I found course trainers very difficult to engage with and mostly unhelpful. Assignments were very lengthy and very unclear in their requirements resulting in many resubmissions. I would have expected a lot more interaction with trainers to clarify subject matter and assignment requirements. I was told I would require 17 hours a week of work which I personally found... Read more insufficient, especially with the length of the assignments. Assignments are not graded as a percentage, you are graded as either being Satisfactory or Unsatisfactory. This means that 98% of your assignment could be correct but a resubmission would be required for a small detail, and waiting a further 2 weeks to be re-graded. I feel that in such cases mere feedback to provide a better understanding of the topic would suffice."
5 out of 5 stars,2022-06-16T11:56:49.000Z,Extraordinary trainer/s and strong student support,"Through these years, I have been struggling to balance my study and lifestyle. Rosan Lal, my trainer and assessor, has not only supported me in the knowledge learning but he ignites my enthusiasm toward the study until I accomplished it. Rosan is a very approachable and skilful trainer. As a student who is from different cultural background, Rosan told me not to be self-abasement but be myself. Also, I found the walkthrough Rosan downloaded on additional resources very useful.Generally, I would recommend it to anyone who is planning to study community services courses in order to serve in the voluntary groups after graduation alongside strong student support and trainer/s."
5 out of 5 stars,2022-06-15T04:20:02.000Z,Fantastic service from teachers,"Chris was a fabulous teacher who gave so much of his time to me. I would 100% recommend open colleges to anyone who wants the flexibility of studying online, with a teacher who is there every step of the way."
3 out of 5 stars,2022-06-12T15:53:21.000Z,Was a challenging and self independent course,"I got my certificate they are not scammers Overall it went good and it was challenging, it gives you more time to submit your assessment. The student support were helpful and available for their students. My teacher Dorina helped me a lot during the course she motivated me through the course she was really nice. Just the learning material was really difficult and doesn’t even make sense."
4 out of 5 stars,2022-06-02T01:02:01.000Z,Self Paced Learning,"I struggle with self-paced learning, so this took longer than it should (once you factor in life and work).The course coordinator was excellent, they were supportive of me when I was having trouble getting this done in a reasonable time frame.Earlier on in the qualification some of the teachers were a bit slow to respond, but the ones I reached out to were helpful."
1 out of 5 stars,2022-05-31T07:56:26.000Z,Zero support,I Waited 2 weeks for my phone orientation. No one ever called. The Course material is very repitetive and basic. I didn't find my teaching involved at all.The qualification at the end is good for nothing.Would not recommend Open Colleges.
1 out of 5 stars,2022-05-28T02:17:32.000Z,I am extremely dissatisfied. The communication between the support team and students are very slow.,Difficult due to personal circumstances and would prefer more recorded videos. From australian sources. I am a visual learner and would prefer the presenter showing recorded journal entries as an example rather than reading.
1 out of 5 stars,2022-05-25T21:11:27.000Z,Do not go near this place!,Make sure you read the fine print. They are only interested in your money. They have no integrity. Due to unforeseen circumstances it was impossible for me to complete the course. I had ample evidence of financial  and medical hardship. They ignored all of the evidence and I had to pay $4k for a $10k course that I had no access to. They are criminals.
1 out of 5 stars,2022-05-18T09:39:36.000Z,Not helpful,Wouldn't recommend studying through Open Colleges. Assessors don't check in on students or seem to have empathy. Emails to student support get ignored. Also paying for extensions per month is stupid.
4 out of 5 stars,2022-05-18T02:35:28.000Z,Helpful people and Good Support System,The course has been very interesting and helpful in my line of work. I have learned some key techniques and expertise in providing efficient service delivery. My Assessor has been very helpful and quick to respond to any questions and the support people have always been willing to help. Some aspects to the course are difficult but get easy once one understands.
1 out of 5 stars,2022-05-15T01:07:01.000Z,Do not study with Open Colleges,"Use any other online platform rather than Open Colleges. I guarantee you will regret it after a few months!Over priced, under supported, consistently repeating course work.Find any other option"
5 out of 5 stars,2022-05-12T07:04:34.000Z,Open Colleges - Diploma Community Services 100% Online,"The assessors have been incredible, flexibility was really important to me as I have been able to work fulltime and study part time successfully. Content and online learning material was great and I found the final observation / assessment in module 9 (2.5hrs) to be insightful and enjoyable. I will be furthering my studies  (Psychology) but would highly recommend Open Colleges."
4 out of 5 stars,2022-05-11T10:16:54.000Z,Great Experience with Open Colleges,"Studying online was a great experience especially whilst juggling a full time jobI found this course very detailed and challenging but very eye opening and rewarding. The assessors and the Student support team are a great help whenever you have questions. Overall, i am satisfied with this entire experience"
2 out of 5 stars,2022-05-10T23:58:41.000Z,Overpriced and little support,"I paid over 2k to do a business administration course with OpenColleges, I got stuck on one module and didn't have access to the tool needed to complete the assignment, I did it using an alternative software but the tutor kept asking me to re-submit and I couldn't complete the rest of the course. There was not really any assistance offered. Waste of time and money."
5 out of 5 stars,2022-05-10T03:41:20.000Z,amazing extremely supportive,The teachers and assessors are amazing. The wording of the questions were sometimes hard to work out what direction to take and how to answer it and a bit overwhelming.
4 out of 5 stars,2022-05-09T02:26:11.000Z,Challenging but motivational,"Studying online has been a great help for me as a mum. It is a bit challenging because I have to research some information by myself online, but it helped me to learned a whole bunch of real education. All modules are easy to learn and understand.  My assessors and support team  are very helpful to me even though sometimes I don't get the answer straight away but it always comes. Overall I am happy and thank you Open Colleges!"
4 out of 5 stars,2022-05-04T01:08:53.000Z,fun course to learn!,I am very happy with how this course was laid out. There is always support available which is amazing and the staff really do care about your learning. All the modules were easy to follow and understand. There were moments of struggling but overall it was a success to be apart of.
1 out of 5 stars,2022-04-24T03:15:55.000Z,WARNING - DO NOT ENROL HERE!!!,They are very friendly when trying to enrol you into a course! Absolutely disgusting attitude from advisors/Assessors once your course has started!!!No help and support provided!Not worth the money!! These people are only after money!!!
5 out of 5 stars,2022-04-22T02:23:56.000Z,A Motivational tool (Diploma of Community Services),"As a migrant from the Pacific Islands (PNG), it was a big shift to choose Open Colleges to study online. I can say this course I undertook was a real blessing and a great tool in the community setting anywhere in Australia. The course amazed me with how vast this industry is. The course content and layout were easy to follow. The updated learning materials and resources plus the work placement done was an eye-opener and have given me the skills and knowledge to confidently explore the variety of services in the community services industry. I ca... Read moren confidently say, I am ready to face the real world anywhere in Australia with this qualification and experiences attained through my placement. The learning platform is amazing, with help always on the way to reaching out. Online learning has been such a great choice with Open Colleges because life is too busy to be in a classroom setting. The support staff are really helpful and supportive every time I needed help. All the Trainers/Assessors have been really helpful from the beginning. Even though sometimes you don't get the answer right away, it always comes. I can't be thankful enough. To all my Pacific Islander folks, if you are reading this, please I encourage you to enquire and explore more yourself. You won't regret this. Thank you Open Colleges!"
5 out of 5 stars,2022-04-22T00:29:57.000Z,Wonderful support for educational experience,"As a mature aged person, returning to study was very daunting. However all the way through the course I was assisted by the tutors when the material did not seem clear and the support and and guidance made the journey very easy. The course was well planned and built on the knowledge learned in the earlier parts of the course. The range of activities allowed for a variety of learning styles and some extended my skills into areas, particularly of IT, which I had not explored before. Staff were willing to support this learning journey by giving de... Read moretailed information and being there when needed. I now feel much more secure in using many of these programs in other areas. The course also gave me an insight into a variety of programs available to assist in the operation of my business with no bias or implication that one program was better than others. Thank you to the staff for their support and assistance as I have now achieved a qualification I should have done 50 years ago!"
5 out of 5 stars,2022-04-18T08:51:42.000Z,Great experience and the Supervisors helped a lot.,Dorina Iancu is an amazing and a very professional person who helped during the course with a lot a lot of advises. She was always very responsive and there for me.
5 out of 5 stars,2022-04-18T01:22:39.000Z,Excellent experience would highly recommend!,I found the platform very easy to use and the support I received was great.  I was also working full time while studying so I found being able to work at my own pace was very helpful.
4 out of 5 stars,2022-04-14T04:29:37.000Z,Certificate 4 in Allied Health Assistant Physiotherapy,"I was extremely satisfied with support I was provide by student support and the assessors. I personal struggle with some course content especially the work placement portfolio and all the video that needed submitting, compressing the video for submission and having video errors. The only negative would be if I was not already working health it would have been even harder to complete the work placement portfolio. Over all I am very happy with the course and content.Thank you to the all the team at open colleges"
1 out of 5 stars,2022-04-13T02:07:52.000Z,ENROL YOUR COURSE ELESWHERE!!!! BE WARN,"My open college experience is the worse. firstly open colleges fees are way over priced was charged $6000 for diploma in Community service. thank God i have a previous degree so i was able to navigate my way though i struggled sometimes. if work experience is a prerequisite then the course should make arrange with other service providers for that but they don't do that. secondly, they bully you to ARMA debt collection where they charged me $1100 on commission fees. wow.All the care about is money not pay no attention to students. am appalled my this institution.Dont study HERER!!!!!"
3 out of 5 stars,2022-04-13T01:37:36.000Z,Mostly the course was satisfactory.,Some of the assessments were open to interpretation which made it difficult. Trying to speak to someone person to person was also difficult. Not accepting prior time in the job as part of my placement delayed me in obtaining my certificate substantially.
1 out of 5 stars,2022-04-12T00:41:17.000Z,Don't study with them,"Don't bother with Open Colleges. I would give lees than 1 star if I could.My wife did a course with Open Colleges. They were not helpful throughout the course in the slightest. I could go on for a long time but will keep it as short as possible.The worksheets are extremely unintuitive and the formatting is appalling. If the formatting is changed, they do not accept the worksheet. They are extremely nit-picky with this.The communication is also extremely poor. Whether via email or phone, the answer to a question will change depending on th... Read moree person. Some employees say that specific email addresses need to be used for communication, others say there should be no issues and they don't understand why this has been communicated to us.

When doing placement, the ""supervisor"" that was assigned to my wife was never the one that was contacting her during ""check-up calls"", etc. The supervisors that did contact her were not very helpful as they would say that they are not assigned to her and could not help.

There is more but not worth it. Just don't go with Open Colleges."
1 out of 5 stars,2022-04-11T23:55:06.000Z,Haven’t heard from them,"Unfortunately I had a pretty inconsistent, unprofessional experience. The learning material wasn’t great and the staff weren’t particularly helpful. I finished in June 2021 and still don’t have my diploma- they said they sent it but have no proof and haven’t not responded to any of my emails in the past few months."
1 out of 5 stars,2022-04-08T06:04:43.000Z,Unethical,"I signed on for a course at the start of 2020 - which to this day I have not started.I was heavily impacted in my business as a Travel agent by Covid and needed my time to help my clients with refunds. During these months my direct debit continued to be deducted (again , still not having commenced the course).In April 2021 I asked for an exemption on the course fees and I was cancelling .I received an email stating that they would get back to me and let me know the outcome.I spoke with someone on the phone who said it was being handled .... Read moreThat was the last I heard from them until last week when I received an email saying it was being referred to a Credit agency !

For a whole year no deductions were taken and no correspondence sent other than spam to promote other courses. So, of course I assumed it had been settled."
5 out of 5 stars,2022-04-08T04:51:18.000Z,Very happy with my experience,My assessor was wonderful. Very helpful with assistance and great guidance. Her correspondence was quick and very efficient. I found her teaching skills to be great and she was very approachable and understanding.
1 out of 5 stars,2022-04-05T00:28:03.000Z,"Avoid, avoid, Open Colleges","Shocking experience, never again, not much cheaper than Tafe after hidden costs. Little to no support,  picky assessors, have to be really tech savvy, no support there either. Cert doesn't look legit. Please don't. Scammers. Glad you have seen this."
1 out of 5 stars,2022-03-30T01:03:08.000Z,Don’t enroll with these crooks,"Takes days for reply from educators, signing up means all fees are theirs to keep no matter what your circumstances are…  An absolute joke. Just don’t do it… seriously don’t!"
1 out of 5 stars,2022-03-17T02:29:34.000Z,unethical stealing from the poor,"I could not get a refund, even provided all the evidence they required, I have not had access to all their content yet still had to pay for the entire course 5K, met with a heavy sales pitch at the beginning.There is a petition against Open College I don't know how they are still allowed to run.Open Colleges have an unfair cancellation policy where the full course fee IS the cancellation fee. I am starting this petition to hopefully help students who are having a similar experience to me and to protect future students from this experience.... Read more
https://www.change.org/p/open-colleges-open-collages-fair-cancellation-policy-for-all-students
   
Open Colleges have an unfair cancellation policy where the full course fee IS the cancellation fee. I am starting this petition to hopefully help students who are having a similar experience to me and to protect future students from this experience. 

Students should be able to sign up with peace of mind that if life or hardship got in the way of study, they will be treated fairly and will be provided with correct information and clear procedure from the start. The policy should be fair, straightforward, and not misleading."
5 out of 5 stars,2022-03-15T18:31:38.000Z,Great Support and Professional.,"At 64 years of age I decided to change career paths going into retirement age. I obtained a casual position with Baptist Care in South Australia, and now reside in Albury NSW working in Complex Child Protection and Residential Care. Never been a person who took student activities serious. I have just completed my Diploma of Community Services studies with Open Colleges at 67years of age, never been happier. Online studying has allowed me to gain valuable knowledge about myself and has put me in a position of helping others whilst working in my... Read morechosen field. Open Colleges online support and my Assessor Rosan Lal, have kept me focused along the way to success. Three things got me through my studies: 1. A willingness to do extra research (Google) on the topic at each stage. 2. Read and understand the questions and content required in each module. 3. Use Open Colleges ""walkthroughs in -resources"" If you don't understand, then reach out to Student Support for help. Worked for me!"
1 out of 5 stars,2022-03-15T14:17:33.000Z,Do not give them a cent,"Waste of money , no help , no support, teachers always offline . But as soon as you miss a payment there happy to chase you up but not give you any support whatsoever!"
1 out of 5 stars,2022-03-10T23:18:13.000Z,Absolutely disgusting. Do not give these people your money!,"I began studying mid-Jan, moved past my cooling-off-period by 3wks, encountered personal and medical struggles, contacted special considerations team and I was treated so poorly throughout the entire process.  I sent through all the requested correspondence in support of my hardships, and was met with a cold, apathetic, generic email quoting terms and conditions, advising that I will be required to pay 50% of my course fees as a cancellation fee.  I then supplied more supportive evidence to appease Open College's special consideration criteria... Read moreand was again denied.  This was escalated to their complaints team (another form) and again, denied.  I then obtained more supportive documents from my doctor and the complaints team redirected me back to the Special Consideration team, who responded 'approving' my enrollment cancellation but quoting my cancellation fee again, and then a separate email requesting my banking details.  I called student services, who were very empathetic and agreed that this treatment was unacceptable (unfortunately these are not the people making decisions), but I was told that this matter was above them and I needed to complete the internal appeals process.  So to recap; student struggling physically, emotionally and financially -> special consideration form -> complaints form -> another special consideration form -> an appeals form (and if unsuccessful) -> ACCC or ombudsman complaint process.  Absolute joke!  They will continue to pass very offensive back-handed judgement on your medical conditions they whole way.
If you want to study but are 100% certain you will not come into contact with any personal, medical, mental health, or financial struggles - they might be alright.  
In my professional (HR & business experienced) opinion, a business that has such tight legal recovery processes with stringent criteria for support or exit strategies where cancellation charges are extravagant, and the expectation to scrutinise your extenuating personal circumstances, leaving you vulnerable to their discretion, there is a reason they have had to create these processes to protect their corporate ass as much as possible, and that reason is not in favour of the greater good. leave you with nothing but regret."
1 out of 5 stars,2022-03-01T03:14:45.000Z,DO NOT STUDY WITH OPENCOLLEGES,Not supportive at all during covid all they want is for you to keep paying even tho there is nothing you can do for work prac. I paid for the whole course $2000 but they still want 50 per month and there's no other way.  Go anywhere else !!
5 out of 5 stars,2022-03-01T01:44:35.000Z,Academic Team 100%,All the trainers and academic support team were always so helpful!! And the student support portal for all the general questions.This is the third time I’ve used open colleges and when I choose my next course I will always consider Open Colleges
5 out of 5 stars,2022-02-26T11:27:14.000Z,Super Reliant and Helpful,"I was very satisfied with the teaching and course content, as they were very helpful and very patient.The content wasn’t hard to understand; reading over the notes and watching the videos was enough to understand the content:)"
1 out of 5 stars,2022-02-22T14:05:31.000Z,WASTE OF TIME & MONEY,"OC were very nice and helpful to get me to enrol but it has been awful ever since they took my money.  I was told while enrolling that they would help me find work placement but since then the only help I have received (after multiple attempts at contacting them) was an email telling me how to get my resume out there.  Everywhere I have approached says they do not accept OC students and I understand why because the online readings and assessments are outdated and most don't even load up.  All the information I got for my assessments were on goo... Read moregle, not the readings or information provided and the assessors marked it off each time with not much feed back.  I have a couple months left and won't get my diploma as I lost motivation and gave up because I can't even get work placement.  DONT WASTE YOUR MONEY OR TIME."
1 out of 5 stars,2022-02-16T22:53:33.000Z,Do not study with Open Colleges,"I gave one star because i cannot give zero. I signed up with OC for a course.  They were very courteous when trying to get your money.  After I completed my course july 2021 they refused to give me my certificate.  Seven months down the track their excuses after I've contacted them several times ( and i have had to contact them several times,  no contact from them whatsoever.  Great customer service):^ because of covid your certificate will take a while ( understandable but not 7 months!!!)^we need your USI because our computer system are ch... Read moreewing up numbers ( I told the caller that was a lame excuse)
^our printer is not working we cannot print your certificate
^and finally we need a more current first aid certificate.  This unit I had already passed previously.

It was only after I threaten them with ACCC and ASQA that I received my certificate after two weeks, no excuses in sight.  I will never study with them again and I will never recommend them to anyone.

I have received my certificate.  There's nothing OC to do for me now,  I'm just writing a review to express my unhappiness with them and to let other potential students know what kind of services you are offering."
1 out of 5 stars,2022-02-15T03:24:21.000Z,Waste of your time and money!!!,"This institution treats students nicely to get you to join and does nothing to help afterward. The 'assessors' are overpaid and don't properly review your work - they skim it and resend old feedback even with the changes you have made. They also are no help when you reach out to them. I explained to one assessor that their feedback didn't make any sense to me and asked for them to explain pieces in a different way - the teacher a [Name Removed], said his explanations were clear and long so they should make sense. That's poor teaching - if a student cannot understand and you refuse to reexplain it, how good of a teacher are you? They also take frequent leave periods with no notice to allow you to have work submitted with reasonable time."
1 out of 5 stars,2022-02-10T01:57:27.000Z,Absolute waste of money and time,Badly organised courseDifficult to find the online text bookSlow response time from instructorsThe ‘classes’ were pretty much a series of links to other sitesAssessment tasks were repetitive and boring
4 out of 5 stars,2022-02-08T22:41:50.000Z,Gutted,"I would like to reach out to everyone, don't study with OPEN COLLEGES. For 3 years I have had nothing but trouble. They are a school who takes your money and snob you. Ever since Covid, they have been profiting from students. Taking money, from the students, to pay their extensions, I had 2 months left on my course, which they extended, and Melbourne went into lockdown, there went my placement. Most staff are rude, and unhelpful. They do lie, and rip you off. I was told yesterday I can't finish my course because I didn't finish my placement, no... Read more more extensions. I'm taking this further, i will fight to fulfil my dream as a Physiotherapist Assistant. Of course they are located in Sydney, the staff have no idea what we go through here in Victoria, with our Lockdowns. I'm just gutted and upset."
1 out of 5 stars,2022-02-05T03:13:28.000Z,If I could give this institution a 0 I would because that's what it deserves,"What ever you do don't study through open colleges!!!! I've been trying to get refunded the money they took out of my account after they stated I only had one last payment to make, I had to cancel due to medical reasons and they've continued to take money out of my account, I cancelled their ID so they couldn't take any more out so they used another ID to take more money out!!!! I've spent countless hours going back and forward regarding the money they've taken out of my account and they continue to do so, they're rude the customer service is absolutely atrocious. I wouldn't recommend this institution to anyone and if I could give them a 0 rating I would because it's not even worth a 1."
1 out of 5 stars,2022-01-23T23:26:16.000Z,Do not study with open colleges,Do not study with these people. Here's why:-they lie to get your money-once you have paid for your course in full they charge you more fees-they do not answer you-they make you pay for extensions even if it is Covid related
5 out of 5 stars,2022-01-15T03:13:02.000Z,Extensions Request  - quick and easy!,"I was concerned because my assessor was off on leave and coming back when my course expired. I thought I'd have to go through lengthy processes to get the extension. I reach to support and it was done immediately. Quick and efficient and honestly a relief. Now, I can focus on delivering and finalizing my course. THANK YOU!"
5 out of 5 stars,2022-01-14T22:47:33.000Z,A great experience!,I studied the Diploma of Social Media Marketing and whike challenging at times it taught me a lot and where I would like to go next! Open Colleges has been great for a study at your own pace with  I pressure. Do recommend!
5 out of 5 stars,2022-01-13T06:38:26.000Z,It's perfect,Teachers were very supportive and the student support always helped when I needed. All the teachers and Assessors helped and support me in my studies when ever I needed. They showed me the path to reach my goal. Can't thanks enough to them for supporting me in my journey of study.
1 out of 5 stars,2022-01-09T08:41:42.000Z,Terrible.,"When I signed up they said all assignments will be marked within 10 days - at the moment the wait is about 3 MONTHS!MOST of the links in the online notes don’t work or are really outdated - I can see people have commented on these but no one has ever replied or fixed the errors in the months/years since the comments.The English isn’t even correct in a lot of the notes for the course so it’s really difficult to understand. Some questions for assignments really don’t make sense in English and are written wrong for the answer needed, so it’s ridiculous.Really unprofessional, I would NOT recommend.I’ve been to 2 universities and 1 other college (all completed degrees/courses) and this really can’t be compared at all as a ‘college’."
1 out of 5 stars,2022-01-05T01:54:06.000Z,Absolute waste of money,"If I could give this institution 0 stars, I would.I took up a course with OC whilst I was working full time in the hopes of transitioning careers. Realising that I couldn’t commit to the studies, I paid off the rest of my course- remaining incomplete as my full time work was not an acceptable ‘defer’ explanation. Once I started maternity leave I decided that I’d like to resume & extend my course only to be told that because the course specifications had since changed I was no longer considered to be a student and could not be reenrolled into my course nor would any of my prior modules be recognised/transferred. So so so disappointing. Such a waste of money."
1 out of 5 stars,2021-12-23T05:46:06.000Z,"Terrible, no support and no transcript of units completed if you have to withdraw, complete waste of money","Be aware, if you cant finish the course, they will not issue a transcript of subjects and units completed.  Money completely wasted! Study with a reputable provider. No support whatsoever, no exit phone call, no trainer ever contacted me, nil to no support throughout.  I advise you contact your local job skills network and seek a provider that can assist you through all aspects of your course."
1 out of 5 stars,2021-12-17T03:30:54.000Z,Don't not use this company,"I started a course a few years back and decided to leave the course due to my mental health. They refused to accept my exemption letter and I've been stuck paying for $5,000 course I'm not even doing and while on Centerlink and struggling as is. Don't not use this company"
1 out of 5 stars,2021-12-14T12:16:31.000Z,Terrible student support,"Forwarded me to a debt collection agency because they don’t communicate with  their debiting company. Absolutely appalling student support. Student support and debit success both admired it was a mistake however the finance team won’t return contact. me,"
4 out of 5 stars,2021-12-14T03:10:14.000Z,Amazing trainers!,"I am still undertaking the certificate 4 in building in construction. The course has been a lot more work than I expected for a certificate 4. it has been incredibly hard at times. But this is a good thing as it is imperative that the industry produces decently educated people.I would not have been able to get as far as I have without the amazing efforts of the trainers, Especially Vince Russo!!! I am constantly emailing the trainers for direction and advice and have had a couple of phone calls with them too. The trainers dedication to educa... Read moretion and helping students is the single reason this course is doable for someone without prior experience. Vince has helped me throughout the course to understand things and move forward. 

I do sometimes find the actual assessments to be worded in a confusing way or not explained enough in detail for what is required, but again the trainers are always on standby to help whenever needed.

Definitely challenging but worth it to learn and understand.

Thanks to all the trainers and Vince for helping me this far!"
5 out of 5 stars,2021-12-10T03:04:54.000Z,This is perfect you can't live without it!,I'm very happy that I did this course! It's very accurate because all the things that Ive learnt throughout the process was exactly what I needed to know about being a dental assistant.
4 out of 5 stars,2021-12-01T01:44:31.000Z,Amazing and supportive,The teacher Dorina was absolutely amazing and so supportive and helpful with any questions. The course content was quite easy to understand although I think it needs to be updated as a lot of methods are outdated. The course was not to difficult a little challenging in some modules and gave me the skills I needed.
1 out of 5 stars,2021-11-23T12:46:38.000Z,It’s a scam.,Don’t sign up for their course. It’s free YouTube videos as “classes” and when you realise this it’s too late to quit without paying 40 percent of the total cost of the course which for me is $5000.
5 out of 5 stars,2021-11-21T05:14:07.000Z,Great course recommend open colleges to anyone who would like to study!,"I'm very satisfied with the course certificate 4 in Youth work, the course content and the help i received is amazing, thank you However I did find the course hard but got a little help from my assessor and she reallyhelped me to understand what to do and how to do the assessment so thank you kindly"
5 out of 5 stars,2021-11-16T13:27:51.000Z,Extremely satisfying and in-depth course,"Compared with other dental assistant courses this course is much more in-depth and comprehensive, even the staff at the place of my employment thought that this course was way too far in depth and labour-intensive compare to similar courses for other student dental assistance, I want to thank teacher Darina for all her help assistance and for making the course are much more pleasurable experience and her understanding of where I was that and what I needed to know she was such a pleasure to deal with and her explanations were easy to understand,... Read more I also want to extend my appreciation to the faculty and student support for their understanding during these difficult times due to the virus and the issues it was causing in regards to delays in completing my course and to finding a suitable place to finish my course practical.
Even though the course was in-depth it gave me a better knowledge base and understanding plus prepared me for my role as a dental assistant. The only negative I can find with the course is the lag time between submitting work and getting feedback on what I needed to correct, or if I could start another section of my course sometimes a month would go by without any feedback at all.
The one big positive as English is not my first language was my teachers ability to be able to keep things simple for me when she was explaining what I needed to do or what was required by me, once again thank you teacher Darina, you made the course more pleasurable and an easier learning experience.
A big thank you to the faculty and student support for also allowing me to extend several times as without these extensions I would also have not of been able to complete the course due to the virus and my workload at the dental clinic.
As a final comment if anyone wants to learn every aspect of being a dental assistant then this course definitely prepares you for it and thank you to the college for that."
4 out of 5 stars,2021-11-16T01:31:51.000Z,Certificate III & IV Accounting and Bookkeeping,"It was definitely a lot more involved than I anticipated. Having done a bookkeeping course many years ago, I found the bookkeeping and accounting elements a wonderful refresher. It gave me the opportunity to use things I don't often use such as Powerpoint presentations, computerised accounting software,  and video/audio recordings. Some modules I found much easier than others. The most challenging was Module 13. Overall I was quite satisfied with the course and very happy with the trainers/assessors."
5 out of 5 stars,2021-11-15T10:21:37.000Z,CERTIFICATE III. in Dental Assisting,"My assessor Dorina Iancu was very professional and helpful, i was very satisfied with her teaching and guidance, the course was not overly difficult but lots of assessment writing is required which is good."
1 out of 5 stars,2021-11-15T05:49:13.000Z,Only get back to you to sign you up then that's it,Go else where I don't know how many times I have emailed saying the same issueOver and over again. Get passed to everyone to still not have issue solved
4 out of 5 stars,2021-11-14T08:04:16.000Z,Love the course! It is so exciting and I am learning so much!,"The Course content is really amazing, intelligent, insightful and inspiring. Student Support are very helpful, encouraging and have the know how!As I am not very good with the computer I would have preferred a little more information before submitting assignments on how to properly submit. Simple things like - write your responses on the assessment page then upload instead of wiring as a separate word document. Also, the course materials sometimes I print out for future record and would love if the notes were numbered. Also an outline of what is expected of us regarding referencing before course begins. Discovering the online student portal to ask questions on the spot was very helpful."
4 out of 5 stars,2021-11-14T04:26:04.000Z,Online Study,The teachers and support staff are great.  Course content is slightly repetitive.  Most of the content is relevant to leisure and health workers.  It is challenging and very time-consuming.  But worthwhile doing the course.
3 out of 5 stars,2021-11-12T13:53:09.000Z,"Support was good, course content ok","Support: the teachers and other support were good.Course content: sometimes a bit repetitive (similar reading material and assignment requirements), IT needs to make all assignments in a clear/ uniform format (this was the part that made me more frustrating, to format the assignment), the support material needs to be updated."
5 out of 5 stars,2021-11-11T05:46:34.000Z,Good structure of online study platform,"If you are looking for an online course that suits your type of studying needs, I would recommend Open colleges! Like myself I have a family and kids to juggle time and this type of studying platform suits me very well.How difficult was this Certificate III course in Dental assisting? In any given course, it takes hard work and dedication to finish it. Challenges may come along the way but focus and determination will help you through it. Try to research and understand this type of online studying to make sure that this online platform does... Read morework for you. I can only speak from my experience and view, all I can say is they have a good structure of curriculum for this course, their online interface if user friendly. The assessor is very supportive and response well with all the email queries promptly. The support team gets back to you if you have any concerns. 

I’m happy to have finished this course ahead of the course time frame not only because of diligently working hard on it but also with help and motivation of their assessor Dorina. I hope I have inspired others to try to study with Open colleges and your hard work will all pay off at the end. 
Cheers!"
5 out of 5 stars,2021-11-10T04:45:30.000Z,This is very informative. well supported through out.,I was very satisfied with the teaching and course content. I received a lot of support and I felt that what we went through was very relevant to the study that I was undertaking.It was challenging.
4 out of 5 stars,2021-11-05T00:56:39.000Z,Loved Studying with Open Colleges,"Loved it, I hadn't studied for many years. The platform is so easy to use and I felt supported by Rosan very well. My assessments and questions were answered promptly."
