star,date,title,review
4,03-12-2020,review from a mature aged student,i found  of the course to be excellent and have gained a lot of knowledge throughout the course  your assessing team are awesome and give excellent help  i found support give very timely responses to queries the one thing i feel needs improvement is letting students know in advance about the number of videos they will have to submit throughout the course  it would help to know what type of video editing software there is available such as videopad and a few tips on editing would also help  it wasn't until half way through the course that i found suitable software and this made the course a lot easier to manage
5,02-12-2020,review,awesome experiences with open collegesschool of health excellentsupportive  educator administrative staff and other coordinatorsi would like to recommend open collegeschool of health  to everyone who wish to be an enrolled  nurse
1,01-12-2020,poor support with very slow response,poor support with very slow response timescourse out dated and many links go nowhere
5,30-11-2020,loved how i could work at my own pace,loved how i could work at my own pace and when i needed help or clarification the trainers were always very helpful
1,30-11-2020,the worst online learning platform,the worst online learning platform they are money hungry and do not care about their studentsi requested to leave my course after already paying  stating that they could keep what i had paid i just couldnt afford to pay anymore because of financial hardship and they refused to let me do so unless i claimed bankruptcy they encouraged an  year old to claim bankruptcy if i wanted to stop any further paymentsabsolute disgrace of a school as my parents who are both pensioners had to help me pay the rest of my course that i didnt even get to completeshame on you open colleges
5,28-11-2020,wonderful experience,the cert iv in allied health assistance was very enjoyableopen colleges presented the material well and has structured the course so that you could manage your progress effectively there was always support when i needed it and their online portal made it easy to connect with other students doing the course
5,27-11-2020,greatful experience,had the best experience studying with open colleges the support i got from student support and my lectures is unexplainable the went above and beyond to make sure i graduated and for that im greatful
4,27-11-2020,insightful and helpful,insightful and helpful learnt a lot throughout the course the teachers helped as i needed it which was great although on one of my assessments i believe i was marked incorrectly as there was no real constructive criticism other than that i would recommend open colleges
5,26-11-2020,great college,open colleges were imformative supportive and amazing and helpful
5,25-11-2020,my experience with open colleges,open colleges and all the early childhood education trainers and assessors assisted me during my journey i am not a disciplined person and i also i was not sure about my career goals after moving to australia however i found with them motivation flexibility and empathy specially with the assessor georgina antoune who sent me messages that made me keep going and guided me with value knowledge i already recommended the course for a friend who is having a similar great experience and i will continue to recommend open colleges as it is a platform that looks to each student considering and listening to their history and conditions i felt respected supported and motived to create amazing paths to my career thank you to all open colleges team
5,25-11-2020,i finished the diploma of building and,i finished the diploma of building and construction here and have gained alot of knowledge i would recommend people doing this course
4,24-11-2020,i really enjoyed doing my course,i really enjoyed doing my course through open colleges the trainers were very helpful and friendly i learnt a lot and appreciated the hands on tasks making it easy to transition into working in the child care industryjust a few suggestions from my  months studying with open collegesmy percentage on the homepage never reached  even once complete as this includes units im not required to complete which was a bit confusing going along and anticlimactic once finishedit would be useful if once a module was graded and completed the module circle displayed a tick or changed colour or similar to keep track of what was completed and what was outstanding easily and quicklyhaving the option to add push notifications or get an email when there is a message in the message centre this would be useful as i sometimes went days without checking and had outstanding messages waiting without knowing ithaving the option to get reminders throughout the course i appreciated being able to work at my own pace and set my own deadlines but it also became too easy to slack of at times so for example if there was a reminder message sent if nothing had been uploaded for  weeks saying its been  weeks since you've uploaded anything team up with a study buddy or speak to your trainers if you need any help etc would be good motivation while still working at your own pace
2,23-11-2020,frustrating and stressful experience,although i thoroughly enjoyed the topic cert lll in individual supportdisability and graduated the course it wasn't without a huge amount of stress and frustration caused by a lack of responsivess and professionalism from my socalled trainer throughout the year i felt totally unsupported from the start forced to navigate blindly through the course waiting days for a reply or not getting any reply at all regarding academic questions planning a zoom video call or getting my assessments marked getting my work placement approved  weeks after starting it when lodged  weeks earlier not getting my checkpoint calls during the work placement not getting the phone call i had booked to ask questions ending up having to do the workplace observation via zoom video  months after i had finished the placement simply because the trainer seemed to never properly read my emails and follow our conversations and the list goes on i noticed from the start it seemed there wasn't enough trainers for the large amount of students so i tried to be understanding and patient but it was only when i ended up lodging a formal complaint after so much frustration that things seemed to move a little faster even though it still took another  months which i paid as extension waiting to do the zoom video and for the trainer's last report to graduate the content of the course on the portal was very interesting but many links were unavailable and in need to be updated the assessments were very stimulating but all in all i would not recommend open colleges as the whole experience was very stressful when it could have been an enjoyable one
5,23-11-2020,open colleges where easy and great to,open colleges where easy and great to use they where very helpful and was always there when i needed help with my work or could assist me in any way
2,22-11-2020,i really struggled with learning online,i really struggled with learning online and have discovered this learning style is not for me as i need someone there to answer my questions face to face and found that some assesses when asked to do a call to assist they would prefer you look over everything again and again rather then organise a call as for people who can learn this way i think it is great majority of the assessors were really helpful and assisted when needed and everything is there for you studying wise
3,20-11-2020,the resources and assessments need to,the resources and assessments need to be review regularly  links no longer work people had also left comments but no action was taken to fix any errors
2,20-11-2020,the communication from the coordinates,the communication from the coordinates was less than satisfactory this poor communication led me to wasting  on rpl that was never going to be achievable had i spoken to the assessor from module  earlier i wouldnt have wasted my time on trying for an rpl and i would have found doing the assessments much easier i found the communication on most of the assessments vague resulting in anxiety over submitting and what i feel as wasted time in having to resubmit i also fund the structure of the whole course to be a waste but i think that would be the case regardless of who i studied withand can understand why qualified bookkeepers have absolutely no knowledge when they have been employed in the past i only did the course to substantiate my  years of experience
5,19-11-2020,i enrolled in a certificate iv in accounting and bookkeeping,i enrolled in a certificate iv in accounting and bookkeeping and finished the course within two years the opportunity was there to finish the course much earlier even within six months as the course is selfpaced  which i love the course work is very systematic and easy to follow the systems are good the trainers are very helpful and there are many resources available for support and help if you would like it although i didn't avail myself of these i loved being able to login and do the course work in my own time without all the additional time expense and inconvenience of commuting and having to be at a physical location i highly recommend open colleges
5,18-11-2020,really enjoyed the course and the,really enjoyed the course and the trainer assessors really helped when needed
1,18-11-2020,terrible delay in response time,terrible delay in response timepoorly set out courseteachers take a long time to respondhonestly its the worse company i've ever studied with
5,18-11-2020,it was an easy process enrolling for my,it was an easy process enrolling for my online course the team was very friendly and very supportive throughout my online learning the courses were very manageable easy to follow and provided plenty of time for me to complete each module to suit my lifestyle im very happy and pleased that i chose open colleges and it was a rewarding experience i highly recommend them for your online learning
5,18-11-2020,i bronwyn santamarta would like to,i bronwyn santamarta would like to share my achievement that after my long journey studying a duel certificate eb  cv in leadership and management   cv in business administration have finally completed my course with open colleges and i would like to give a big thank you to all my amazing assessors  for all their support ensuring that i had a full understanding of each module with their continued feedback and guidance studying online provides you with all your study material that is at the click of a finger to print and bind into books to keep the student support team go above and beyond to assist you with any issues this is an experience that i will take with me moving forward
5,18-11-2020,i enjoyed studying with open colleges,i enjoyed studying with open collegesi found the online method of study to be conducive to managing my work commitments and life commitments whilst being able to self pace on how and when i completed the different assessments for each unit of competencyi felt supported and knew that if i needed any further explanation or clarification i could approach the trainers for guidancei found the webinars of information designed to provide guidance in completing the assessments very useful and i enjoyed the live webinars which meant i could engage in collaborative sessions and ask questionsif i needed technical assistance the student support team were quick to respondmy placement went smoothly and the portfolio of tasks was manageablethe instructions for completion of the log book and portfolio were clear and easy to followi do look forward to studying with open colleges again in the future and will highly recommend this particular course to my friends and family
3,16-11-2020,had a very rough time to start with,had a very rough time to start with open colleges during studies it's hard to get a reply without waiting days very understaffed and covid limits the response time too but fees are still full priceassessor are very helpful and easy to deal with on a positive
4,16-11-2020,overall a good process,overall a good process enjoyed my studies very easy to follow process
3,14-11-2020,i was happy with the course material,i was happy with the course material however most links were outdated and wouldnt open i then had to search for sites myself which took extra time help was always provided by open space  placement was easy to obtain the placement assessor was very friendly however their visit was short which resulted in the inability to perform all tasks required and meant i had to go out of my way to provide additional information which took extra time due to the knowledge and skills i gained through the course i was employed by the childcare centre i did my placement with on the rd day during my placement thank you open colleges
5,12-11-2020,modules were easy to follow and,modules were easy to follow and supportive documents easy to accessopen colleges were extremely compassionate when i needed extensions  when marking assessments they were super efficient and supportive
4,12-11-2020,the course provided by oc is practical,the course provided by oc is practical and suitable for my learning  the assessors are very professional and their responses are surprisingly prompt however the student support section can be inconsistent the online chat is great but the request made through student support does not receive a reply  therefore not knowing whether any action has been taken overall i am happy i went with oc
1,11-11-2020,open colleges is simply a trap,if it is possible l will rate this trap called open colleges minus  stars this institution is simply a trap i am appealing to the public prospective or candidate intending to enroll in this college to think twice beware  once you are enrolled you are trapped they respond negatively when you decide to withdraw or cancel your enrollment due to the financial problem caused by the covid pandemic and in spite of not taking a single course they then resort to chasing the victim around using a debt collector shame on you open colleges all you are interested in is money  to the detriment of student shame on you
5,10-11-2020,i found open colleges to be extremely,i found open colleges to be extremely supportive during my time of study and i would definitely consider studying through them again
5,10-11-2020,i have been studying with open colleges,i have been studying with open colleges for  months they have been great the content was current and thorough feedback was positive and results received quickly student support was available when i needed it i have enjoyed studying with open colleges and recommend them highly
4,09-11-2020,open colleges gave me the opportunity,open colleges gave me the opportunity to study at my own pace but the support wasnt always there not always clear and the timeframe was all over the place i could see a assessor on my hub that i was told left months ago at times i got my results super quick and other times took  weeksoverall i would recommend open colleges very happy to have completed to course
2,09-11-2020,awful experience,awful experience had a nightmare trying to speak to someone about anything staff who dont know anything about what is going on or your course had money taken out of my account over  after my course had been paid for already took months to get back on good point is fiona my tutor who was invaluable do not use this company poorly written content also
5,09-11-2020,diploma at open collages,after reading all the negative reviews after i enrolled i was a little worriedi can only account for the experience i had the trainers were very responsive assignments were marked with reasonable turn around at times it did take a little longer however that was communicated through the discussion groups the content was very relevant with a mixture of reading as well as videos i had a great experience studying diploma of community service at open collages and i would definitely study with open collages again
4,07-11-2020,efficient and timely marking of,efficient and timely marking of assessments including useful feedbackat times the phrasing of questions were overly vague and caused confusion with some that could be answered in several waysassistance was also provided simply and very quicklythe online platform is easy to navigate
5,06-11-2020,very lovely study place,i really enjoyed the whole studying and my assessor was very lovely and helpful
5,06-11-2020,i found the layout of the learning,i found the layout of the learning materials easy to access and understand staff were friendly and helpful would recommend this training organisation to anyone interested in developing there skills
2,05-11-2020,the response time for my final report,the response time for my final report was over a monthall my work was submitted and and marked by the  i then contacted my course assessor to see why i was still sitting on  to then be told that she was on leave until the th of that month and would look at it thenim with my course expiring on the th of that month i had to apply for an extension  which when i contacted open space help desk  i was given this extension free of chargeas of the th of this month i had still heard nothing from my assessor i then contacted her and asked how much king we it would be and she finished me off that nighti then did not receive a congratulation email and transcript until i phoned and asked for itvery disappointed with the end process
3,05-11-2020,review,i found that the waiting time between submitting an assignment and getting feedback to be too long there were times were i could not progress because i was waiting for feedback my practical placement assessor was the quickest turn around which i appreciated i would recommend your course but feel that there should have been more content in the speech pathology unit as when i started my placement even after completing all the theory i had to be taught a lot of basic speech therapy techniques and disorders i feel the course did not prepare me for the basics of working in a practice in regards to actual therapy
5,04-11-2020,this certificate iv in veterinary,this certificate iv in veterinary nursing by open college has allowed me to reach a goal and standard within this chosen field i could not be happier with how this course was structured and the trainers involved with feedback on any given assessments meant i was able to get a better understanding of the task and improve on what i hadhighly recommended if you are working full time but still want to change your line of work or just update your skill set open colleges allows for you to work within the hours you can achievewould definitely do another course with this company
1,03-11-2020,my experience with studying through,my experience with studying through open colleges has been absolutely ridiculous so far the portal they use is hard to navigate as there is often broken links throughout all of the modules i have gone through most of the assessment questions are very poorly worded and difficult to understand as if the assessors who wrote them hardly proof read their work when i have asked for help the response i get often leads to me feeling even more lost the assessors even seem to struggle explaining the questions and how to go about answering them more times than not they are no help at all even messaging for help with navigation is a joke because the responses i have gotten are abysmal as if the people answering the question dont even know where to find certain thingsif i knew the whole experience was going to be like this i never would have signed up complete waste of time and money
5,03-11-2020,the course material is comprehensive and all staff patient and helpful,the course material even though extensive reading is comprehensive and contributes well to the quiz and assessments the training manager is patient and explains articulately what is required plus communicates well with the assessors  the assessors are also patient and explain until you clearly understand  the webinars are super helpful and in detail  examples are always very helpful and of course there are exercises to assist along the way there is no denying accounting is a difficult course with financial formulas hence a financial calculator is required to purchase and learn
1,03-11-2020,i never do this but i am writing this to urge you not to even consider open colleges,i never do this but i am writing this to urge you to reconsider ever pursuing a course with open collegesmany people within the course i started went through the exact same thing  support students left to fend for themselves through a portal with broken links and poor communication paths just like multiple other students were completely lost and ended up abandoning the course as we could not get help the teachers couldn't even explain the questions within the first assessment worst part is the course is supposed to provide knowledge on how to help members of the community i wonder how many great people out there this flawed arrangement has turned away from the industryno refund  spent and not even so much as a phone call to follow up support after nothing submitted or follow up to see how the course was going didn't submit a single assessment and still could not re enrol to start and try againgenuinely believe some of this is designed to be a scam be very careful read the paperwork you signwould be great if the accc got to poking around at this system designed for you to fail but they will still take your moneydo not get trapped by the ability to pay the course off  speak with employer or tafe learning institute about optionswriting this not because just i lost over  within this joke of a system but so many others that enrolled in my course and other horror stories in other courses i have heard
5,02-11-2020,it was a great experience studying,it was a great experience studying marketing communication with open colleges i learned a lot through the course and i received excellent support from tutors for all my questions see you again in the future for my diploma
5,02-11-2020,thank you open colleges for your very,thank you open colleges for your very thoroughwell structured program and excellent trainersassessors to enable me to finish my course in time and with confidencei congratulate you the team at open colleges for making one more dream come truethank you
3,31-10-2020,the good and the bad,the good and the badgoodmy assessor was fantastic skilled friendly and efficient  easy to contactthe website was relatively easy to use and had nil outagescost of course was good in comparison to othersother course allows for  hours work placement   hours is stressful and slave labourbadalmost impossible to get hold of and gain information relative to answering my questions support and all areas of ocextremely rude and hard to deal with in relation to prior learning  i did not achieve the result i believe i am entitled to  time frames were impossible for this request and resulted in me giving up on prior recognitionsome glitches in the quiz areasi am still waiting on my certificate  in dental assisting of which is vital for my awaiting employment  completed  weeks ago
4,30-10-2020,good experience studying with open colleges,i enjoyed my time studying with open colleges i found the student support and administration team to be amazing and always willing to help and resolve issuesthe assessors were all very helpful and marked work in an appropriate timemy only critique is that the information in the work book and assessments could often be very vague and contain spelling and grammatical errors that would create some confusion  i appreciate that some assessment units had webinars held for them which went more into detail of how to correctly complete the assessmentoverall i am happy with my experience
5,30-10-2020,great support,great support easy to follow information
4,30-10-2020,certificate iv in human resources,first of all let me shoutout to all my trainers peter mccatchey tanya galey levenia kotey katherine lord holly radford anthony wemyss and a special mention to masoud tymouri for the support and guidance throughout my studyi have had an amazing experiencefaith vernie bongsalo
5,29-10-2020,open colleges has been an excellent,open colleges has been an excellent study choice for me to complete my diploma of community servicesin particular my work placement and role play assessment which followed was thorough and so  helpful would definitely recommend this college
4,28-10-2020,very pleased with open colleges while,very pleased with open colleges while attending to gain my certificate lll in individual support in aged and community staff were friendly and helpful if needed
4,28-10-2020,unclear assessments,sometimes the questions and work placement activities are hard to comprehend due to the way its worded
4,27-10-2020,cert iv accounting  bookkeeping,good experience trainers response time was satisfactory assessments challenging
4,27-10-2020,portal and interface for online,portal and interface for online learning was good i found the trainers responsive there was lot of assessments but in the end it made sure that you learnt each module thoroughly
4,26-10-2020,great experience,great experience   thank you
4,26-10-2020,loved all the support available and the,loved all the support available and the course just didnt find any of the videos i created during the course helpful they just felt pointless and repetitive other then that very happy
5,23-10-2020,i was really convenient to study and finish this course with other commitments  kim my assessor  and all other staff were very helpful during this period and   thanks a  lot for all,i was really convenient to study and finish this course with other commitmentskim my assessor  and all other staff were very helpful during this period andthanks a  lot for all
2,21-10-2020,great trainer but terribly run college,although i had a wonderful trainer i was not impressed with the administration of this college i would leave  star if it weren't for the trainer i hadfirstly i went through hell trying to get rpl for a subject i actually teach myself at another college i could not understand the refusal the person i was dealing with clearly didn't understand the purpose of rplsecondly the student site is extremely user unfriendly even moodle is a better tool it is really hard to navigate and took ages to find all the resources for my work placementthe multiple choice exams did not reflect the modules and the answers were subjective i took me several attempts and multiple windows to get through itthey refused to help me with work placement despite being cricos approvedlastly i had to chase up my certificate i wasn't impressed with covid being used as an excuse considering the trainer could manage his workload without any issuesin summary i would not be recommending anyone use open colleges
5,20-10-2020,great content,great content  plenty of support
1,19-10-2020,it was the most painful,it was the most painful awful experience and i wouldnt ever go through here again it is like they dont want you to pass and i would never recommend doing it
5,19-10-2020,open colleges is amazing,open colleges is amazing i really had the best time studying and the tutors are awesome they are always there to help
5,16-10-2020,hi everybody,hii start my assessments with helping my assessorsduration of course they help me  every stageat first i study my lessons after that i do my homework  they are great experience for me i appreciate my assessors and institutethanks
4,16-10-2020,staff was great,staff was great learning contents were very helpful for my work portal was easy to use
5,14-10-2020,diploma of counselling graduate,i have successfully graduated from the diploma of counselling and couldnt be more happy with my experiencethe trainers were always willing and able to help the course was well structured and well pacedoverall i would recommend open colleges to everyone that i knowandrew
3,14-10-2020,staff and textbooks,trainers and assessors were great punctual and timely with responses majority of the time and great support of and when needed however i never had access to a textbook despite asking numerous times for one
5,14-10-2020,i have found open colleges to be excellent,i have found open colleges to be great the content of my study area was very good and the assessments were manageable the teacher knew of her content very well and she delivered the lessons with excellence giving a lot of examples and scenarios she really prepared me to the practicals i told her that i experienced all that i learnt and it was easy to articulate it during my practicals
5,09-10-2020,it was a great experience with open,it was a great experience with open colleges thanks for the support from trainers and student support staff team
3,07-10-2020,overassessed and frustrating,the horticultural course content was worthwhile detailed and relevant to the current australian industry the online resources were well designed and easy to navigatehowever the course assessment schedule was onerous and repetitive and the marking was needlessly pedantic and slow too many assessments per subject made for a relentless  tasks out of a possible  to complete my qualification  surely overkill for a certificate iilocking students out of later units was another aggravating practice this made it difficult to speed up my progress through assessments during periods when i did have extra time available adult learners especially online students need the flexibilty to control their pace of learning and to see the scope and sequence of upcoming assessments to plan how to fit them in around other commitmentsi usually enjoy learning but i found this course degenerated into an unpleasant and frustrating grind through excessive assessment tasks
4,06-10-2020,great support and easy to follow content,i have found the support over my course to be amazing easy to use content i would highly recommend open colleges for anyone looking at on line studies
4,06-10-2020,new to study,the time it takes to have your assessments graded was extended out to  weeks which was quite frustrating but i was able to unlock the next module so i didnt lose too much time i found it took a few days to get a response from trainers applying for an extension was super easy and affordable my overall experience with my course has been great the modules were very interesting and i have been told i am using my new skills which are working well for my team
5,05-10-2020,kia ora,kia orafirstly thank you to all who helped me along my journey with open colleges it was most certainly realassessment feedback was very constructive and focused me on the importance of research and study for me the diploma in community services was challenging but so rewarding in the long runthe time frame of when you submit an assessment to when you get graded and score is a little long but understandable especially in this uncertain times with covidi recommend rosan assessor for some kind of recognition as he was fantastic in regard to prompt replies to emails even over the weekend and is very professional in the way he conducted work placement tutorial and tutoring a wealth of knowledgethanks again open colleges for the opportunity to  up skill myself and better myself to provide a solid service to all who may need itcheersdavid williams
5,03-10-2020,i love how everything can be done at,i love how everything can be done at the students own pace it really helps with managing stressdo not remove the percentage completed table on the main page the helped so much with knowing how much had been completedi do suggest possibly emails once an assessor has marked work
5,03-10-2020,easy to navigate portal and material,easy to navigate portal and material was great great service and flexibility
1,02-10-2020,the diploma of social media marketing,the diploma of social media marketing  poor quality course old information broken links to reference material poor grammar and full of typing errors all that aside this course will not differentiate you in the market nor make you a social media expert the course is way too high level and half of it isgeneral business the college was in breach of contract as promises made about what the course would deliver were brokenthe support for the course was poor and the administration and oc culture was unprofessional and below parso many students formally complained about our course  a group of  raised formal complaints in a page letter and we were met with red tape sneered at and sarcastically told good luck with that when we threatened to take our complaint furtheropen colleges has a poor reputation i do not recommend them i only wish id known about trust pilot before i signed up
5,02-10-2020,open colleges were very good with,open colleges were very good with helping me with explaining the things i didn't really understandthe assessors were excellent and they were also very helpful in helping me pass my assessmentsthanks open colleges  my first real qualification and it being on a piece of paperlolwhat a thrill
1,01-10-2020,no course fees listed rude and unhelpful,rude and unhelpful on the phone and hung up on me when i insisted on asking the cost before hearing the sales pitch
1,29-09-2020,dont sign up with opencolleges scam,if i could give zero star rating i woulddo not sign up  this is the worst platform to study with i was completely scammed i paid over  for a  course with nothing to show for even though i was informed that i was paying for a bundle course which included a cert ivthey have a day turn around period with having assignments marked dont hold you breath because it took months and months for several of my assignments to be marked which i have evidence of student support never have any answers no one has a clue on whats going on this platform needs to be shut down immediately they are a scam and dont consider how taking money from people is detrimental to their families or ones wellbeing
1,29-09-2020,your website is shocking,your website is shocking all the links are years old and broken no one monitors this despite many comments saying they need to be fixed i missed out on all sorts of resources because of this
2,28-09-2020,disorganised,disorganised unresponsive and constant changes
3,26-09-2020,the educators were very helpful and,the educators were very helpful and generous with their time however many link in the course materials werent working and assignments often took a long time to be marked and returned
2,24-09-2020,trainer rosan lal was the best thing about oc,experience with this provider was poor no indication upon sign up that the fiji work placement was no longer going ahead hard to reach relevant people to speak to about itsome assignments were very vague in their asking what it is they were wanting from yousome assessors didnt get back to youtheir open space portal was good however some material didnt work videos links etcthe best part about studying with open colleges was the trainer rosan lal informative knowledgeable put you at ease and he did answer any queries
3,22-09-2020,could be better,the course was extremely confusing from enrollment process up to the end studying materials are raw assessments are misleading and contain heaps of spelling mistakes although staff members and educators are very friendly and helpful
4,16-09-2020,at times i found the direction not,at times i found the direction not specifically clear
4,16-09-2020,course complete,i found the structure of this course very well i found it hard not being able to contact the assessor direct and having as waiting for a reply to an email was frustrating as i was unable to continue on with the assessment overall happy with the feedback
4,16-09-2020,cert iv allied health assistant,i found it very helpful that my course was all online and there was no due dates this allowed me to get heaps of work done when i had time but it didn't matter when i was really busy and couldn't study at alli found many of the assessment questions difficult to interrupt but the course content was interesting and relivanti recommend asking as much as you can about work placements and being really prepared as there is a lot to get done onsite during placementstudents do need to be self motivated as although the trainers and accessors were all very helpful and encouraging their support is limited
5,15-09-2020,open colleges were excellent,open colleges were excellent the assistance i received and the course content were exceptional due to the covid i experienced extensive work experience delays however oc were always there to answer queries and put my worries to restthey were very supportivethank you
1,14-09-2020,scam please do yourself a favour and never,please do yourself a favour and never study with open colleges they only care about your money hard to study as most of their material is old and unavailableyou try and get help and they take weeks to get back to you hard to learn and get a good education when it takes them so long to get back to you when i enrolled i got a call within the hour when i had to leave due to serious health problems in the familyno one called me despite begging them to call me to discuss why they wouldn't give me money back i sent them many emails and even wrote a letter and it got me absolutely no where they sent me an email saying they would no longer speak with me as they have done everything they can they have kept over  for 'administrative' purposes please take your money elsewhere you will only be let down by open collegesi have reported them to a current affairs please do the samehorrible experiencescam
1,14-09-2020,very disappointed,very disappointed in the course i did with open colleges the assessments were terribly explained  full of errors all assessments contained spelling errors  the trainers were not easily contactable or helpful open colleges were quick  great with contact at the start while i was interested  looking at signing up however as soon as they had my money contact heavily changed  pretty well stopped only bonus about open colleges is the ability to do the course at your own pace which is great for me as i work full time i wont be recommending anyone to open colleges  recommend for anyone looking into studying with open colleges to do your research heavily  as i wish i had done this
1,13-09-2020,needs a lot of improvement,the only good thing about the course was that it was online and at my own pace otherwise it was a tedious experience the course itself was not what we were led to believe it was by the onboarding staff it was just basic marketing with the occasional touch on social media the content was difficult to understand and riddled with spelling mistakes and broken links to youtube videos the trainers could only offer very minimal support even after some of the modules were updated due to a large number of student complaints it still has a long way to go i would never recommend anyone study with open colleges after my experience
3,13-09-2020,feel as if the trainers had to help me because the resources and assessments were not very good,not very good resources for training half of the links were expired and trainers would just send you the same link which also has no website page foundassessments were very difficult to understand questions were very broad and i had to follow the webinars to be able to understand them layout of training is quite boring it was hard to stay interested could be useful to have some webinars discussing some particular subjects one of the readings in study period  had the wrong grammar for a and an it was difficult to readi would have liked to have received my text book earlier as soon as i had this it was a fantastic resources to get me through assessments and my portfoliothe only thing good about this course was the trainers who supported mei did make it in the end and have already secured a position as a veterinary nurse with an amazing veterinary team
5,12-09-2020,happy with the service from trainers,happy with the service from trainers and support fantastic i would love to be graded properly rather than just either satisfactory or unsatisfactory there is no distinction between someone who only just passed with minimal content and someone who worked extremely hard with all factors and points presented in assessments
5,09-09-2020,how amazing open colleges are,open colleges are amazing they help you if you need help support you need support they teach you to be the an amazing nurse  i highly recommend enrolling in open colleges thankyou for all you have done for me
4,08-09-2020,this was a well prepared course and i,this was a well prepared course and i enjoyed doing it
2,08-09-2020,track rpl documents via post to avoid disappointment,posted rpl documents via australia post due to being hundreds of pages and lucky i had tracked the document as open colleges would take no responsibility for receiving this despite australia post advising it had been collected this took more than  months to sort out with each time i called someone promising to call back but never did it was only after i demanded to speak with the manager that it miraculously appeared on someone's desk and then having wait another  months for the rpl's to be approved it was an extremely painful process i would be hesitant to study with open colleges again as it has left an extremely bad taste in my mouth from my experiences with them
4,07-09-2020,open colleges has been great,open colleges has been great the support staff are amazing and help you through every stepthe course material is thorough but could have more varied experiences beyond reckonone a lot of business stuff which was interesting but thought there could be more complex accounting and bookkeeping work as the landscape in the real world changes so oftenit was hard to complete whilst working full time but super interesting work and i loved the flexible nature of the course the feedback was helpful on assignments however it would be an incentative to be graded on a scale not just satisfactory or not
1,07-09-2020,i had the worst experience with,i had the worst experience with themafter only  week of deciding not to continue the course i find out i have to pay  for only  week enrolement which is a cost of studying a courseeven they knew i am a single mum and have hardshipthey made me pay the money with zero discounti don't recommend at all and already told few friends were planing to study with themits all about business for them as not even big universities have such a policy and they give you  month to figure out if you made the right decision how can we find out in  days when its not much studying going on that you are chose the right course so its about making money not giving people the opportunity to study with themvery disappointingi'm sorry for whoever put this policy in place and make students to pay this amount of money
4,06-09-2020,good for fulltime worker,suitable for busy people who are working full time and can tailor their studying to suit them some content was outdated and the placement was very tick boxyimpacting a natural development of skills over the hours required staff were nice and supportive and responsive
4,06-09-2020,i found the course very good the only,i found the course very good the only problem i had was when it came to doing my practical hours  i was not advised that i would have to ring and book in times for the assessor  it was not until i rang near the end of my hours that i rang to find out when someone would be contacting me i found this process very cumbersome
1,05-09-2020,review,hias much as i appreciate the concept of online learning and open colleges as an institute this course cert iii in fitness has been the worst educational endeavour i have ever experienced firstly majority of the content that is required to complete had little to no relevance in my placement this left me questioning the subject matter implemented and i was left wondering why did i have to go through  modules of theory just to use maybe  modules in my practical work further why was there such an expectation to conduct on such diverse populations how can you expect students to apply concepts like preexercise screenings training programs and diverse interactions with individuals that are disabled different faiths or have severe health conditions what regular gym will allow people with such unfortunate circumstances train without the adequate supervision and help i had to search and reach out to an abundance of people i knew through prior life experiences just to meet these ridiculous placement standards why not just have a list of gyms that accomodate for these individuals and make placements happen there secondly the feedback given by the assessors led to copious amounts of personal frustration why were questioned marked as unsatisfactory if one or two words were left out of answers why were certain training programs marked as unsatisfactory if they were not quite correct from a textbook perspective even though in real life experience have been proven to be effective it was very frustrating to submit programs that took inspiration from qualified strength and conditioning coaches just to have them knocked back also why is there such a low expectations of how individuals can train in the gym saying statements like four sets of twelve squats is too high volume for a male adolescent looking for hypertrophy how why thirdly the promise of a  business day turn around for marking was almost never followed through for some assessments i had to wait up to a month and a half for feedback this led to what i thought would be a sixeight month course turning into around a twoyear ordeal i had peers that completed their certificate iii and iv in less time than that finally i'm unsure if this was something stated at the start of the course but why is there little to no help with the expiry date of the course my course expired and there the only reason i was allowed a special extension is due to a medical emergency i experienced in the duration of the course when the course expires nothing is said or done to help people complete their course if people pay three grand for the course and don't complete it does your institute just take the money and send the poor student packing sorry to be so meanspirited but these experience was so frustrating and i hope no one else goes through the same events i did however it is not all doom and gloom as some of your staff were very nice and helpful i just think your institute needs to reevaluate your structure policy and content required to complete
